,Announced,Financial Year,Subject,EX Date,Payment Date,Amount,Indicator,Stock Code,Year
266,25/2/2020,30/6/2020,First Interim Dividend,10/3/2020,3/4/2020,0.005,Currency,7579,2020
267,25/10/2019,30/6/2019,Final Dividend,13/12/2019,31/12/2019,0.01,Currency,7579,2019
268,14/3/2019,30/6/2019,First Interim Dividend,16/4/2019,16/5/2019,0.005,Currency,7579,2019
269,26/11/2018,30/6/2018,Final Dividend,11/12/2018,28/12/2018,0.005,Currency,7579,2018
270,14/12/2022,31/12/2022,Interim Dividend,29/12/2022,20/1/2023,0.05,Currency,6888,2022
271,14/12/2022,31/12/2022,Special Dividend,29/12/2022,20/1/2023,0.04,Currency,6888,2022
272,3/3/2022,31/12/2021,Interim Dividend,17/3/2022,28/3/2022,0.055,Currency,6888,2021
273,30/8/2021,31/12/2021,Interim Dividend,14/9/2021,24/9/2021,0.04,Currency,6888,2021
274,10/3/2021,31/12/2021,Interim Dividend,24/3/2021,8/4/2021,0.05,Currency,6888,2021
275,11/9/2020,31/12/2020,Interim Dividend,28/9/2020,13/10/2020,0.02,Currency,6888,2020
276,10/4/2020,31/12/2019,Interim Dividend,24/4/2020,14/5/2020,0.045,Currency,6888,2019
277,1/10/2019,31/12/2019,Interim Dividend,15/10/2019,13/11/2019,0.05,Currency,6888,2019
278,4/4/2019,31/12/2018,Interim Dividend,18/4/2019,17/5/2019,0.045,Currency,6888,2018
279,27/9/2018,31/12/2018,Interim Dividend,10/10/2018,12/11/2018,0.05,Currency,6888,2018
280,19/1/2023,31/12/2022,Income Distribution,8/2/2023,28/2/2023,0.0024,Currency,5106,2022
281,15/12/2022,31/12/2022,Income Distribution,29/12/2022,20/1/2023,0.0209,Currency,5106,2022
282,19/10/2022,31/12/2022,Income Distribution,2/11/2022,30/11/2022,0.0245,Currency,5106,2022
283,20/7/2022,31/12/2022,Income Distribution,2/8/2022,30/8/2022,0.0255,Currency,5106,2022
284,20/4/2022,31/12/2022,Income Distribution (with Dividend Re-Investment Plan),6/5/2022,15/6/2022,0.0242,Currency,5106,2022
285,20/1/2022,31/12/2021,Income Distribution,7/2/2022,28/2/2022,0.0038,Currency,5106,2021
286,1/12/2021,31/12/2021,Income Distribution,14/12/2021,14/1/2022,0.0203,Currency,5106,2021
287,21/10/2021,31/12/2021,Income Distribution,3/11/2021,30/11/2021,0.0245,Currency,5106,2021
288,21/7/2021,31/12/2021,Income Distribution,3/8/2021,30/8/2021,0.024,Currency,5106,2021
289,21/4/2021,31/12/2021,Income Distribution,5/5/2021,31/5/2021,0.0223,Currency,5106,2021
290,20/1/2021,31/12/2020,Income Distribution (with Dividend Re-Investment Plan),4/2/2021,11/3/2021,0.0225,Currency,5106,2020
291,21/10/2020,31/12/2020,Income Distribution,4/11/2020,30/11/2020,0.0225,Currency,5106,2020
292,26/8/2020,31/12/2020,Income Distribution,9/9/2020,2/10/2020,0.0215,Currency,5106,2020
293,20/5/2020,31/12/2020,Income Distribution,4/6/2020,3/7/2020,0.021,Currency,5106,2020
294,20/1/2020,31/12/2019,Income Distribution (with Dividend Re-Investment Plan),3/2/2020,9/3/2020,0.011,Currency,5106,2019
295,30/10/2019,31/12/2019,Income Distribution,12/11/2019,9/12/2019,0.011,Currency,5106,2019
296,21/10/2019,31/12/2019,Income Distribution,4/11/2019,29/11/2019,0.0235,Currency,5106,2019
297,24/7/2019,31/12/2019,Income Distribution,7/8/2019,30/8/2019,0.0236,Currency,5106,2019
298,29/4/2019,31/12/2019,Income Distribution,13/5/2019,31/5/2019,0.0235,Currency,5106,2019
299,22/1/2019,31/12/2018,Income Distribution,8/2/2019,28/2/2019,0.0245,Currency,5106,2018
300,22/10/2018,31/12/2018,Income Distribution (with Dividend Re-Investment Plan),1/11/2018,10/12/2018,0.0235,Currency,5106,2018
301,6/8/2018,31/12/2018,Income Distribution,16/8/2018,7/9/2018,0.02,Currency,5106,2018
302,10/5/2018,31/12/2018,Income Distribution,8/5/2018,4/6/2018,0.0194,Currency,5106,2018
303,27/4/2022,31/12/2021,First and Final Dividend,1/6/2022,17/6/2022,0.1,Currency,2305,2021
304,6/5/2021,31/12/2020,Interim Dividend,12/5/2021,4/6/2021,0.041,Currency,2305,2020
305,16/7/2020,31/12/2019,First and Final Dividend,21/8/2020,4/9/2020,0.045,Currency,2305,2019
306,29/4/2019,31/12/2018,First and Final Dividend,16/5/2019,10/6/2019,0.05,Currency,2305,2018
307,19/7/2022,31/3/2022,Final Dividend,20/9/2022,17/10/2022,0.01,Currency,5021,2022
308,23/11/2021,31/3/2022,Second Interim Dividend,3/2/2022,18/2/2022,0.015,Currency,5021,2022
309,25/8/2021,31/3/2022,First Interim Dividend,8/10/2021,25/10/2021,0.015,Currency,5021,2022
310,24/6/2019,31/3/2019,Final Dividend,26/9/2019,18/10/2019,0.01,Currency,5021,2019
311,21/6/2018,31/3/2018,Final Dividend,1/8/2018,24/8/2018,0.01,Currency,5021,2018
312,26/2/2018,31/3/2018,First Interim Dividend,14/3/2018,30/3/2018,0.015,Currency,5021,2018
313,30/12/2022,31/10/2022,First Interim Dividend,9/1/2023,17/1/2023,0.0033,Currency,3012,2022
314,29/12/2021,31/10/2021,First Interim Dividend,7/1/2022,17/1/2022,0.0067,Currency,3012,2021
315,30/12/2020,31/10/2020,Interim Dividend,14/1/2021,22/1/2021,0.0051,Currency,3012,2020
316,30/12/2019,31/10/2019,First Interim Dividend,7/1/2020,15/1/2020,0.002,Currency,3012,2019
317,9/12/2022,31/12/2022,Interim Dividend (with Dividend Re-Investment Plan),29/12/2022,30/1/2023,0.104,Currency,5258,2022
318,10/12/2021,31/12/2021,Interim Dividend (with Dividend Re-Investment Plan),23/12/2021,20/1/2022,0.1093,Currency,5258,2021
319,8/12/2020,31/12/2020,Interim Dividend (with Dividend Re-Investment Plan),21/12/2020,18/1/2021,0.126,Currency,5258,2020
320,10/12/2019,31/12/2019,Interim Dividend (with Dividend Re-Investment Plan),23/12/2019,21/1/2020,0.16,Currency,5258,2019
321,13/12/2018,31/12/2018,Interim Dividend (with Dividend Re-Investment Plan),27/12/2018,29/1/2019,0.155,Currency,5258,2018
322,9/12/2022,30/9/2022,Final Dividend,17/2/2023,2/3/2023,0.9,Currency,1899,2022
323,24/5/2022,30/9/2022,Interim Dividend,8/7/2022,4/8/2022,0.2,Currency,1899,2022
324,10/12/2021,30/9/2021,Final Dividend,18/2/2022,3/3/2022,0.9,Currency,1899,2021
325,19/5/2021,30/9/2021,Interim Dividend,9/7/2021,5/8/2021,0.2,Currency,1899,2021
326,9/12/2020,30/9/2020,Final Dividend,19/2/2021,4/3/2021,0.4,Currency,1899,2020
327,27/5/2020,30/9/2020,Interim Dividend,14/7/2020,6/8/2020,0.15,Currency,1899,2020
328,13/1/2020,30/9/2019,Final Dividend (with Dividend Re-Investment Plan),24/1/2020,24/2/2020,0.45,Currency,1899,2019
329,15/5/2019,30/9/2019,Interim Dividend,16/7/2019,8/8/2019,0.15,Currency,1899,2019
330,7/12/2018,30/9/2018,Final Dividend,21/2/2019,6/3/2019,0.4,Currency,1899,2018
331,16/5/2018,30/9/2018,Interim Dividend,16/7/2018,9/8/2018,0.15,Currency,1899,2018
332,6/7/2020,31/12/2019,Final Dividend,18/8/2020,15/9/2020,0.001,Currency,187,2019
333,29/4/2019,31/12/2018,Final Dividend,27/6/2019,12/7/2019,0.002,Currency,187,2018
334,16/8/2022,30/6/2022,Fourth Interim Dividend,1/9/2022,22/9/2022,0.02,Currency,5196,2022
335,11/5/2022,30/6/2022,Third Interim Dividend,7/6/2022,23/6/2022,0.015,Currency,5196,2022
336,10/2/2022,30/6/2022,Second Interim Dividend,14/3/2022,30/3/2022,0.01,Currency,5196,2022
337,11/11/2021,30/6/2022,First Interim Dividend,14/12/2021,30/12/2021,0.01,Currency,5196,2022
338,18/8/2021,30/6/2021,Fourth Interim Dividend,8/9/2021,23/9/2021,0.01,Currency,5196,2021
339,6/5/2021,30/6/2021,Third Interim Dividend,28/5/2021,11/6/2021,0.01,Currency,5196,2021
340,9/2/2021,30/6/2021,Second Interim Dividend,11/3/2021,26/3/2021,0.005,Currency,5196,2021
341,12/11/2020,30/6/2021,First Interim Dividend,9/12/2020,29/12/2020,0.005,Currency,5196,2021
342,6/2/2020,30/6/2020,Second Interim Dividend,11/3/2020,26/3/2020,0.01,Currency,5196,2020
343,11/11/2019,30/6/2020,First Interim Dividend,11/12/2019,27/12/2019,0.01,Currency,5196,2020
344,13/6/2019,30/6/2019,Interim Dividend,10/7/2019,26/7/2019,0.01,Currency,5196,2019
345,14/3/2019,30/4/2019,Interim Dividend,9/4/2019,26/4/2019,0.01,Currency,5196,2019
346,5/12/2018,30/4/2019,Second interim dividend,7/1/2019,25/1/2019,0.01,Currency,5196,2019
347,18/9/2018,30/4/2019,First Interim Dividend,8/10/2018,26/10/2018,0.01,Currency,5196,2019
348,21/6/2018,30/4/2018,Interim Dividend,10/7/2018,26/7/2018,0.01,Currency,5196,2018
349,15/3/2018,30/4/2018,Interim Dividend,10/4/2018,27/4/2018,0.01,Currency,5196,2018
350,13/12/2017,30/4/2018,Second interim dividend,10/1/2018,26/1/2018,0.01,Currency,5196,2018
351,15/9/2017,30/4/2018,First Interim Dividend,11/10/2017,27/10/2017,0.01,Currency,5196,2018
352,13/6/2022,30/4/2022,Special Dividend,14/7/2022,4/8/2022,0.025,Currency,5248,2022
353,13/6/2022,30/4/2022,Fourth Interim Dividend,14/7/2022,4/8/2022,0.02,Currency,5248,2022
354,10/3/2022,30/4/2022,Third Interim Dividend,14/4/2022,5/5/2022,0.0225,Currency,5248,2022
355,13/12/2021,30/4/2022,Second Interim Dividend,12/1/2022,4/2/2022,0.015,Currency,5248,2022
356,13/9/2021,30/4/2022,First Interim Dividend,15/10/2021,5/11/2021,0.005,Currency,5248,2022
357,18/6/2021,30/4/2021,Fourth Interim Dividend,14/7/2021,5/8/2021,0.015,Currency,5248,2021
358,18/6/2021,30/4/2021,Special Dividend,14/7/2021,5/8/2021,0.0175,Currency,5248,2021
359,10/3/2021,30/4/2021,Third Interim Dividend,16/4/2021,6/5/2021,0.015,Currency,5248,2021
360,10/12/2020,30/4/2021,Second Interim Dividend,15/1/2021,5/2/2021,0.0125,Currency,5248,2021
361,10/9/2020,30/4/2021,First Interim Dividend,27/10/2020,18/11/2020,0.005,Currency,5248,2021
362,16/3/2020,30/4/2020,Third Interim Dividend,4/5/2020,28/5/2020,0.0145,Currency,5248,2020
363,10/12/2019,30/4/2020,Second Interim Dividend,28/1/2020,17/2/2020,0.0275,Currency,5248,2020
364,13/9/2019,30/4/2020,Interim Dividend,9/10/2019,25/10/2019,0.0325,Currency,5248,2020
365,12/6/2019,30/4/2019,Interim Dividend,9/7/2019,25/7/2019,0.035,Currency,5248,2019
366,12/6/2019,30/4/2019,Special Dividend,9/7/2019,25/7/2019,0.07,Currency,5248,2019
367,13/3/2019,30/4/2019,Interim Dividend,5/4/2019,25/4/2019,0.045,Currency,5248,2019
368,12/12/2018,30/4/2019,Second interim dividend,27/12/2018,25/1/2019,0.0375,Currency,5248,2019
369,13/9/2018,30/4/2019,Interim Dividend,8/10/2018,26/10/2018,0.025,Currency,5248,2019
370,12/6/2018,30/4/2018,Interim Dividend,6/7/2018,26/7/2018,0.023,Currency,5248,2018
371,12/6/2018,30/4/2018,Special Dividend,6/7/2018,26/7/2018,0.027,Currency,5248,2018
372,12/3/2018,30/4/2018,Interim Dividend,6/4/2018,26/4/2018,0.023,Currency,5248,2018
373,8/12/2017,30/4/2018,Second interim dividend,12/1/2018,26/1/2018,0.016,Currency,5248,2018
374,11/9/2017,30/4/2018,First Interim Dividend,9/10/2017,27/10/2017,0.015,Currency,5248,2018
375,27/9/2022,30/4/2022,Final Dividend,21/11/2022,30/11/2022,0.05,Currency,7668,2022
376,24/12/2021,30/4/2022,Interim Dividend,12/1/2022,25/1/2022,0.03,Currency,7668,2022
377,25/6/2021,30/4/2021,Second Interim Dividend,14/7/2021,29/7/2021,0.05,Currency,7668,2021
378,13/1/2021,30/4/2021,Interim Dividend,24/2/2021,4/3/2021,0.04,Currency,7668,2021
379,2/10/2020,30/4/2020,Final Dividend,6/11/2020,19/11/2020,0.04,Currency,7668,2020
380,15/4/2020,30/4/2020,Second Interim Dividend,29/5/2020,16/6/2020,0.03,Currency,7668,2020
381,15/1/2020,30/4/2020,Interim Dividend,21/2/2020,5/3/2020,0.03,Currency,7668,2020
382,26/8/2019,30/4/2019,Final Dividend,7/11/2019,21/11/2019,0.09,Currency,7668,2019
383,23/1/2019,30/4/2019,Interim Dividend,22/2/2019,7/3/2019,0.04,Currency,7668,2019
384,23/8/2018,30/4/2018,Final Dividend,7/11/2018,22/11/2018,0.11,Currency,7668,2018
385,19/4/2018,30/4/2018,Second interim dividend,28/5/2018,13/6/2018,0.03,Currency,7668,2018
386,25/1/2018,30/4/2018,Interim Dividend,23/2/2018,8/3/2018,0.06,Currency,7668,2018
387,25/4/2022,31/12/2021,Interim Dividend,11/5/2022,25/5/2022,0.0075,Currency,6173,2021
388,1/3/2021,31/12/2020,Interim Dividend,15/3/2021,30/3/2021,0.0075,Currency,6173,2020
389,29/8/2018,30/6/2018,Second interim dividend,14/9/2018,8/10/2018,0.005,Currency,195,2018
390,15/1/2018,30/6/2018,First Interim Dividend,26/1/2018,13/2/2018,0.005,Currency,195,2018
391,25/11/2022,31/12/2022,Third Interim Dividend,12/12/2022,28/12/2022,0.03,Currency,5032,2022
392,26/8/2022,31/12/2022,Second Interim Dividend,15/9/2022,6/10/2022,0.03,Currency,5032,2022
393,27/5/2022,31/12/2022,First Interim Dividend,14/7/2022,2/8/2022,0.05,Currency,5032,2022
394,25/2/2022,31/12/2021,Fourth Interim Dividend,24/3/2022,14/4/2022,0.03,Currency,5032,2021
395,30/11/2021,31/12/2021,Third Interim Dividend,14/12/2021,28/12/2021,0.03,Currency,5032,2021
396,26/8/2021,31/12/2021,Second Interim Dividend,17/9/2021,7/10/2021,0.03,Currency,5032,2021
397,27/5/2021,31/12/2021,First Interim Dividend,15/7/2021,3/8/2021,0.03,Currency,5032,2021
398,26/2/2021,31/12/2020,Fourth Interim Dividend,25/3/2021,15/4/2021,0.02,Currency,5032,2020
399,26/11/2020,31/12/2020,Third Interim Dividend,9/12/2020,29/12/2020,0.04,Currency,5032,2020
400,28/8/2020,31/12/2020,Second Interim Dividend,17/9/2020,8/10/2020,0.02,Currency,5032,2020
401,19/5/2020,31/12/2020,First Interim Dividend,20/7/2020,10/8/2020,0.02,Currency,5032,2020
402,28/2/2020,31/12/2019,Interim Dividend,26/3/2020,16/4/2020,0.02,Currency,5032,2019
403,29/11/2019,31/12/2019,Interim Dividend,13/12/2019,27/12/2019,0.04,Currency,5032,2019
404,28/8/2019,31/12/2019,Second interim dividend,19/9/2019,10/10/2019,0.04,Currency,5032,2019
405,28/5/2019,31/12/2019,First Interim Dividend,18/7/2019,9/8/2019,0.04,Currency,5032,2019
406,27/2/2019,31/12/2018,Interim Dividend,27/3/2019,19/4/2019,0.06,Currency,5032,2018
407,23/11/2018,31/12/2018,Interim Dividend,12/12/2018,27/12/2018,0.02,Currency,5032,2018
408,28/8/2018,31/12/2018,Interim Dividend,19/9/2018,12/10/2018,0.02,Currency,5032,2018
409,25/5/2018,31/12/2018,First Interim Dividend,18/7/2018,10/8/2018,0.04,Currency,5032,2018
410,25/11/2022,31/12/2022,Third Interim Dividend,12/12/2022,28/12/2022,0.03,Currency,179,2022
411,26/8/2022,31/12/2022,Second Interim Dividend,15/9/2022,6/10/2022,0.03,Currency,179,2022
412,27/5/2022,31/12/2022,First Interim Dividend,14/7/2022,2/8/2022,0.05,Currency,179,2022
413,25/2/2022,31/12/2021,Fourth Interim Dividend,24/3/2022,14/4/2022,0.03,Currency,179,2021
414,30/11/2021,31/12/2021,Third Interim Dividend,14/12/2021,28/12/2021,0.03,Currency,179,2021
415,26/8/2021,31/12/2021,Second Interim Dividend,17/9/2021,7/10/2021,0.03,Currency,179,2021
416,27/5/2021,31/12/2021,First Interim Dividend,15/7/2021,3/8/2021,0.03,Currency,179,2021
417,26/2/2021,31/12/2020,Fourth Interim Dividend,25/3/2021,15/4/2021,0.02,Currency,179,2020
418,26/11/2020,31/12/2020,Third Interim Dividend,9/12/2020,29/12/2020,0.04,Currency,179,2020
419,28/8/2020,31/12/2020,Second Interim Dividend,17/9/2020,8/10/2020,0.02,Currency,179,2020
420,19/5/2020,31/12/2020,First Interim Dividend,20/7/2020,10/8/2020,0.02,Currency,179,2020
421,28/2/2020,31/12/2019,Interim Dividend,26/3/2020,16/4/2020,0.02,Currency,179,2019
422,29/11/2019,31/12/2019,Interim Dividend,13/12/2019,27/12/2019,0.04,Currency,179,2019
423,28/8/2019,31/12/2019,Second interim dividend,19/9/2019,10/10/2019,0.04,Currency,179,2019
424,28/5/2019,31/12/2019,First Interim Dividend,18/7/2019,9/8/2019,0.04,Currency,179,2019
425,27/2/2019,31/12/2018,Interim Dividend,27/3/2019,19/4/2019,0.06,Currency,179,2018
426,23/11/2018,31/12/2018,Interim Dividend,12/12/2018,27/12/2018,0.02,Currency,179,2018
427,28/8/2018,31/12/2018,Interim Dividend,19/9/2018,12/10/2018,0.02,Currency,179,2018
428,25/5/2018,31/12/2018,First Interim Dividend,18/7/2018,10/8/2018,0.04,Currency,179,2018
429,26/7/2022,31/3/2022,First and Final Dividend,21/9/2022,13/10/2022,0.05,Currency,5069,2022
430,30/11/2021,31/3/2021,First and Final Dividend,3/1/2022,20/1/2022,0.03,Currency,5069,2021
431,22/7/2022,31/3/2022,Final Dividend,29/8/2022,14/9/2022,0.0175,Currency,168,2022
432,13/8/2021,31/3/2021,Final Dividend,17/9/2021,6/10/2021,0.0175,Currency,168,2021
433,24/8/2020,31/3/2020,Final Dividend,29/9/2020,16/10/2020,0.0175,Currency,168,2020
434,18/7/2019,31/3/2019,Final Dividend,22/8/2019,13/9/2019,0.02,Currency,168,2019
435,25/7/2018,31/3/2018,Final Dividend,24/8/2018,20/9/2018,0.0175,Currency,168,2018
436,25/8/2022,30/6/2022,Special Dividend,12/9/2022,30/9/2022,0.1,Currency,9288,2022
437,25/8/2022,30/6/2022,Interim Dividend,12/9/2022,30/9/2022,0.02,Currency,9288,2022
438,18/5/2022,30/6/2022,Interim Dividend,2/6/2022,16/6/2022,0.02,Currency,9288,2022
439,24/2/2022,30/6/2022,Interim Dividend,14/3/2022,29/3/2022,0.02,Currency,9288,2022
440,24/2/2022,30/6/2022,Special Dividend,14/3/2022,29/3/2022,0.01,Currency,9288,2022
441,28/9/2021,30/6/2022,Interim Dividend,12/10/2021,28/10/2021,0.02,Currency,9288,2022
442,9/3/2021,30/6/2021,Interim Dividend,23/3/2021,6/4/2021,0.02,Currency,9288,2021
443,2/10/2020,30/6/2021,Interim Dividend,16/10/2020,3/11/2020,0.02,Currency,9288,2021
444,5/3/2020,30/6/2020,Interim Dividend,19/3/2020,3/4/2020,0.02,Currency,9288,2020
445,29/8/2019,30/6/2019,Interim Dividend,17/9/2019,10/10/2019,0.005,Currency,9288,2019
446,21/8/2018,31/12/2018,First Interim Dividend,26/10/2018,15/11/2018,0.015,Currency,8133,2018
447,29/12/2022,31/12/2022,First Interim Dividend,27/2/2023,27/3/2023,0.015,Currency,2771,2022
448,30/11/2018,31/12/2018,Interim Dividend,13/12/2018,8/1/2019,0.015,Currency,2771,2018
449,29/8/2018,31/12/2018,Second interim dividend,19/9/2018,5/10/2018,0.01,Currency,2771,2018
450,31/5/2018,31/12/2018,First Interim Dividend,13/6/2018,4/7/2018,0.025,Currency,2771,2018
451,22/11/2022,31/12/2022,Third Interim Dividend,7/12/2022,22/12/2022,0.011,Currency,5254,2022
452,23/8/2022,31/12/2022,Second Interim Dividend,12/9/2022,27/9/2022,0.0275,Currency,5254,2022
453,23/5/2022,31/12/2022,First Interim Dividend,8/6/2022,24/6/2022,0.073,Currency,5254,2022
454,21/2/2022,31/12/2021,Fourth Interim Dividend,10/3/2022,22/3/2022,0.04,Currency,5254,2021
455,23/11/2021,31/12/2021,Third Interim Dividend,8/12/2021,30/12/2021,0.0175,Currency,5254,2021
456,25/8/2021,31/12/2021,Second Interim Dividend,9/9/2021,30/9/2021,0.023,Currency,5254,2021
457,25/5/2021,31/12/2021,First Interim Dividend,10/6/2021,30/6/2021,0.003,Currency,5254,2021
458,24/3/2021,31/12/2020,Second Interim Dividend,7/4/2021,28/4/2021,0.005,Currency,5254,2020
459,23/11/2020,31/12/2020,Interim Dividend,8/12/2020,30/12/2020,0.005,Currency,5254,2020
460,23/5/2019,31/12/2019,First Interim Dividend,10/6/2019,28/6/2019,0.01,Currency,5254,2019
461,22/11/2018,31/12/2018,Interim Dividend,5/12/2018,4/1/2019,0.02,Currency,5254,2018
462,23/8/2018,31/12/2018,Second interim dividend,6/9/2018,25/9/2018,0.025,Currency,5254,2018
463,23/5/2018,31/12/2018,First Interim Dividend,6/6/2018,27/6/2018,0.025,Currency,5254,2018
464,21/11/2022,31/12/2022,Third Interim Dividend,12/12/2022,12/1/2023,0.01,Currency,5100,2022
465,15/8/2022,31/12/2022,Second Interim Dividend,19/9/2022,7/10/2022,0.015,Currency,5100,2022
466,23/5/2022,31/12/2022,First Interim Dividend,21/6/2022,7/7/2022,0.015,Currency,5100,2022
467,21/2/2022,31/12/2021,Fourth Interim Dividend,10/3/2022,8/4/2022,0.02,Currency,5100,2021
468,22/11/2021,31/12/2021,Special Dividend,6/12/2021,6/1/2022,0.01,Currency,5100,2021
469,22/11/2021,31/12/2021,Third Interim Dividend,6/12/2021,6/1/2022,0.02,Currency,5100,2021
470,20/8/2021,31/12/2021,Special Dividend,21/9/2021,8/10/2021,0.01,Currency,5100,2021
471,20/8/2021,31/12/2021,Second Interim Dividend,21/9/2021,8/10/2021,0.02,Currency,5100,2021
472,27/5/2021,31/12/2021,First Interim Dividend,16/6/2021,7/7/2021,0.02,Currency,5100,2021
473,27/5/2021,31/12/2021,Special Dividend,16/6/2021,7/7/2021,0.01,Currency,5100,2021
474,24/2/2021,31/12/2020,Fourth Interim Dividend,11/3/2021,26/3/2021,0.02,Currency,5100,2020
475,23/11/2020,31/12/2020,Third Interim Dividend,10/12/2020,23/12/2020,0.02,Currency,5100,2020
476,10/8/2020,31/12/2020,Second Interim Dividend,2/9/2020,25/9/2020,0.02,Currency,5100,2020
477,14/5/2020,31/12/2020,First Interim Dividend,10/6/2020,25/6/2020,0.02,Currency,5100,2020
478,24/2/2020,31/12/2019,Third Interim Dividend,9/3/2020,26/3/2020,0.02,Currency,5100,2019
479,25/11/2019,31/12/2019,Second interim dividend,10/12/2019,20/12/2019,0.02,Currency,5100,2019
480,29/5/2019,31/12/2019,First Interim Dividend,20/6/2019,4/7/2019,0.02,Currency,5100,2019
481,28/2/2019,31/12/2018,Interim Dividend,13/3/2019,28/3/2019,0.02,Currency,5100,2018
482,26/11/2018,31/12/2018,Second interim dividend,10/12/2018,28/12/2018,0.02,Currency,5100,2018
483,30/5/2018,31/12/2018,First Interim Dividend,11/6/2018,27/6/2018,0.02,Currency,5100,2018
484,8/6/2022,31/12/2021,Final Dividend,27/6/2022,8/7/2022,0.008,Currency,11,2021
485,11/6/2021,31/12/2020,Final Dividend,25/6/2021,12/7/2021,0.008,Currency,11,2020
486,27/8/2020,31/12/2020,First Interim Dividend,11/9/2020,25/9/2020,0.008,Currency,11,2020
487,10/7/2020,31/12/2019,Final Dividend,23/7/2020,7/8/2020,0.008,Currency,11,2019
488,27/8/2019,31/12/2019,First Interim Dividend,12/9/2019,26/9/2019,0.008,Currency,11,2019
489,28/5/2019,31/12/2018,Final Dividend,13/6/2019,28/6/2019,0.008,Currency,11,2018
490,28/8/2018,31/12/2018,First Interim Dividend,12/9/2018,27/9/2018,0.008,Currency,11,2018
491,27/10/2022,31/12/2022,Interim Dividend,10/11/2022,21/11/2022,0.25,Currency,4162,2022
492,21/7/2022,31/12/2022,Interim Dividend,4/8/2022,18/8/2022,0.25,Currency,4162,2022
493,27/5/2022,31/12/2022,Interim Dividend,15/6/2022,24/6/2022,0.17,Currency,4162,2022
494,8/2/2022,31/12/2021,Interim Dividend,22/2/2022,4/3/2022,0.27,Currency,4162,2021
495,28/10/2021,31/12/2021,Interim Dividend,12/11/2021,25/11/2021,0.26,Currency,4162,2021
496,23/7/2021,31/12/2021,Interim Dividend,5/8/2021,20/8/2021,0.24,Currency,4162,2021
497,31/5/2021,31/12/2021,Interim Dividend,15/6/2021,30/6/2021,0.21,Currency,4162,2021
498,10/2/2021,31/12/2020,Interim Dividend,25/2/2021,9/3/2021,0.27,Currency,4162,2020
499,28/10/2020,31/12/2020,Interim Dividend,12/11/2020,25/11/2020,0.21,Currency,4162,2020
