,quar_eps,quar_dps,quar_nta,quar_financial_year,quar_annouced_date,quar_roe(%),quar_stock_code,quar_year
362,-1.7,0.0,1.0183,2021-12-31,2022-02-28,-1.7,5269,2021
363,0.82,0.5,1.0403,2021-12-31,2021-11-26,0.8,5269,2021
364,0.52,0.0,1.032,2021-12-31,2021-08-26,0.5,5269,2021
365,0.9,1.22,1.0268,2021-12-31,2021-05-28,0.9,5269,2021
366,-4.97,0.0,1.03,2020-12-31,2021-02-19,-4.8,5269,2020
367,0.95,0.0,1.0797,2020-12-31,2020-11-26,0.9,5269,2020
368,0.51,0.0,1.0702,2020-12-31,2020-08-28,0.5,5269,2020
369,1.18,2.27,1.0651,2020-12-31,2020-05-29,1.1,5269,2020
370,1.86,1.07,1.076,2019-12-31,2020-02-25,1.7,5269,2019
371,1.37,1.09,1.0681,2019-12-31,2019-11-21,1.3,5269,2019
372,1.44,1.18,1.0653,2019-12-31,2019-08-30,1.4,5269,2019
373,1.56,2.35,1.0627,2019-12-31,2019-05-29,1.5,5269,2019
374,2.8,1.0,1.0706,2018-12-31,2019-02-20,2.6,5269,2018
375,1.44,1.0,1.0525,2018-12-31,2018-11-30,1.4,5269,2018
376,1.32,1.0,1.0482,2018-12-31,2018-08-29,1.3,5269,2018
377,1.38,3.15,1.0449,2018-12-31,2018-05-24,1.3,5269,2018
378,0.88,0.0,1.3057,2022-12-31,2022-11-25,0.7,5127,2022
379,1.07,0.0,1.2969,2022-12-31,2022-08-25,0.8,5127,2022
380,0.75,0.0,1.3083,2022-12-31,2022-05-27,0.6,5127,2022
381,0.62,0.0,1.3007,2021-12-31,2022-02-18,0.5,5127,2021
382,1.71,0.0,1.3209,2021-12-31,2021-11-29,1.3,5127,2021
383,1.42,0.0,1.3038,2021-12-31,2021-08-23,1.1,5127,2021
384,1.56,0.0,1.3185,2021-12-31,2021-05-28,1.2,5127,2021
385,0.61,2.2,1.34,2020-12-31,2021-02-25,0.5,5127,2020
386,1.57,0.0,1.3547,2020-12-31,2020-11-27,1.2,5127,2020
387,0.8,2.2,1.3219,2020-12-31,2020-08-21,0.6,5127,2020
388,1.52,0.0,1.3384,2020-12-31,2020-06-23,1.1,5127,2020
389,1.46,1.7,1.3378,2019-12-31,2020-02-10,1.1,5127,2019
390,1.59,1.5,1.3402,2019-12-31,2019-11-25,1.2,5127,2019
391,1.55,1.5,1.3393,2019-12-31,2019-08-30,1.2,5127,2019
392,1.59,1.5,1.349,2019-12-31,2019-05-24,1.2,5127,2019
393,-2.63,1.45,1.3379,2018-12-31,2019-02-14,-2.0,5127,2018
394,1.51,1.35,1.3787,2018-12-31,2018-11-29,1.1,5127,2018
395,13.87,1.94,1.3771,2018-12-31,2018-08-30,10.1,5127,2018
396,13.14,1.35,1.375,2018-12-31,2018-05-30,9.6,5127,2018
397,7.15,1.0,1.19,2023-03-31,2022-11-29,6.0,5293,2023
398,0.95,0.0,1.11,2023-03-31,2022-08-26,0.9,5293,2023
399,3.26,2.5,1.1,2022-03-31,2022-05-26,3.0,5293,2022
400,1.67,0.0,1.07,2022-03-31,2022-02-24,1.6,5293,2022
401,1.52,0.0,1.05,2022-03-31,2021-11-25,1.4,5293,2022
402,1.69,0.0,1.6,2022-03-31,2021-08-26,1.1,5293,2022
403,5.33,4.0,1.58,2021-03-31,2021-05-27,3.4,5293,2021
404,3.55,0.0,1.53,2021-03-31,2021-02-25,2.3,5293,2021
405,2.67,0.0,1.49,2021-03-31,2020-11-25,1.8,5293,2021
406,1.25,0.0,1.5,2021-03-31,2020-08-26,0.8,5293,2021
407,3.46,3.0,1.48,2020-03-31,2020-06-25,2.3,5293,2020
408,3.57,0.0,1.45,2020-03-31,2020-02-26,2.5,5293,2020
409,6.14,0.0,1.45,2020-03-31,2019-11-27,4.2,5293,2020
410,3.85,0.0,1.39,2020-03-31,2019-10-08,2.8,5293,2020
411,0.18,1.14,1.1711,2023-03-31,2022-11-18,0.2,5120,2023
412,0.6,0.0,1.1694,2023-03-31,2022-08-22,0.5,5120,2023
413,-1.22,1.93,1.1826,2022-03-31,2022-04-26,-1.0,5120,2022
414,0.84,0.0,1.1948,2022-03-31,2022-02-21,0.7,5120,2022
415,0.45,1.09,1.1974,2022-03-31,2021-11-24,0.4,5120,2022
416,0.71,0.0,1.1928,2022-03-31,2021-08-23,0.6,5120,2022
417,-2.18,1.42,1.1999,2021-03-31,2021-04-20,-1.8,5120,2021
418,1.02,0.0,1.2216,2021-03-31,2021-02-22,0.8,5120,2021
419,0.95,1.4,1.2254,2021-03-31,2020-11-20,0.8,5120,2021
420,0.59,0.0,1.2159,2021-03-31,2020-08-24,0.5,5120,2021
421,0.58,1.49,1.2249,2020-03-31,2020-05-18,0.5,5120,2020
422,0.92,0.0,1.219,2020-03-31,2020-02-24,0.8,5120,2020
423,0.96,1.86,1.2284,2020-03-31,2019-11-15,0.8,5120,2020
424,0.96,0.0,1.2188,2020-03-31,2019-08-16,0.8,5120,2020
425,0.18,2.13,1.2304,2019-03-31,2019-04-19,0.1,5120,2019
426,0.98,0.0,1.2286,2019-03-31,2019-02-11,0.8,5120,2019
427,1.08,1.87,1.2375,2019-03-31,2018-11-15,0.9,5120,2019
428,1.01,0.0,1.2268,2019-03-31,2018-08-16,0.8,5120,2019
429,-1.71,2.08,1.2374,2018-03-31,2018-04-20,-1.4,5120,2018
430,1.34,0.0,1.2546,2018-03-31,2018-02-22,1.1,5120,2018
431,1.1,2.12,1.2624,2018-03-31,2017-11-21,0.9,5120,2018
432,0.93,0.0,1.2514,2018-03-31,2017-08-17,0.7,5120,2018
433,1.09,0.0,16.99,2023-03-31,2022-11-25,0.1,03011,2023
434,2.16,0.0,15.89,2022-03-31,2022-05-27,0.1,03011,2022
435,2.43,0.2,0.1373,2022-03-31,2021-11-25,17.7,03011,2022
436,0.95,0.0,0.115,2021-03-31,2021-05-25,8.3,03011,2021
437,0.31,0.0,0.1024,2021-03-31,2020-11-24,3.0,03011,2021
438,0.0,0.0,9.93,2020-03-31,2020-06-26,0.0,03011,2020
439,-0.86,0.0,9.93,2020-03-31,2019-11-25,-0.1,03011,2020
440,0.11,0.0,10.79,2019-03-31,2019-05-28,0.0,03011,2019
441,-0.01,0.0,10.68,2019-03-31,2018-11-29,0.0,03011,2019
442,13.15,6.0,5.21,2023-03-31,2022-11-30,2.5,1015,2023
443,12.66,0.0,5.14,2023-03-31,2022-08-17,2.5,1015,2023
444,11.83,5.0,5.06,2022-03-31,2022-05-31,2.3,1015,2022
445,12.18,0.0,4.97,2022-03-31,2022-02-25,2.5,1015,2022
446,9.69,0.0,4.87,2022-03-31,2021-11-26,2.0,1015,2022
447,11.86,0.0,4.81,2022-03-31,2021-08-30,2.5,1015,2022
448,-156.0,0.0,4.87,2021-03-31,2021-05-31,-32.0,1015,2021
449,8.77,0.0,6.5,2021-03-31,2021-03-01,1.3,1015,2021
450,7.89,0.0,6.42,2021-03-31,2020-11-30,1.2,1015,2021
451,12.14,0.0,6.38,2021-03-31,2020-08-26,1.9,1015,2021
452,8.23,7.3,6.18,2020-03-31,2020-06-29,1.3,1015,2020
453,12.71,0.0,6.08,2020-03-31,2020-02-27,2.1,1015,2020
454,10.62,6.0,6.02,2020-03-31,2019-11-29,1.8,1015,2020
455,13.01,0.0,6.03,2020-03-31,2019-08-22,2.2,1015,2020
456,15.28,15.0,5.87,2019-03-31,2019-05-28,2.6,1015,2019
457,11.63,0.0,5.71,2019-03-31,2019-02-21,2.0,1015,2019
458,11.57,5.0,5.63,2019-03-31,2018-11-22,2.1,1015,2019
459,11.56,0.0,5.6,2019-03-31,2018-08-21,2.1,1015,2019
460,8.43,10.0,5.48,2018-03-31,2018-05-31,1.5,1015,2018
461,7.28,0.0,5.41,2018-03-31,2018-02-28,1.3,1015,2018
462,11.02,5.0,5.4,2018-03-31,2017-11-28,2.0,1015,2018
463,10.92,0.0,5.42,2018-03-31,2017-08-24,2.0,1015,2018
464,11.41,5.0,1.45,2022-12-31,2022-11-16,7.9,6351,2022
465,9.11,5.0,1.39,2022-12-31,2022-08-24,6.6,6351,2022
466,12.27,5.0,1.35,2022-12-31,2022-05-25,9.1,6351,2022
467,0.52,9.0,1.31,2021-12-31,2022-02-23,0.4,6351,2021
468,4.84,5.0,1.36,2021-12-31,2021-11-17,3.6,6351,2021
469,4.78,5.0,1.36,2021-12-31,2021-08-25,3.5,6351,2021
470,12.24,5.0,1.36,2021-12-31,2021-05-25,9.0,6351,2021
471,2.6,12.5,1.36,2020-12-31,2021-02-24,1.9,6351,2020
472,9.5,5.0,1.39,2020-12-31,2020-11-18,6.8,6351,2020
473,10.23,5.0,1.34,2020-12-31,2020-08-19,7.6,6351,2020
474,6.21,5.0,1.29,2020-12-31,2020-06-23,4.8,6351,2020
475,6.96,12.5,1.35,2019-12-31,2020-02-26,5.2,6351,2019
476,6.46,5.0,1.33,2019-12-31,2019-11-20,4.9,6351,2019
477,11.25,5.0,1.32,2019-12-31,2019-08-21,8.5,6351,2019
478,6.46,5.0,1.26,2019-12-31,2019-05-29,5.1,6351,2019
479,13.34,12.5,1.32,2018-12-31,2019-02-26,10.1,6351,2018
480,10.43,5.0,1.23,2018-12-31,2018-11-14,8.5,6351,2018
481,4.54,5.0,1.18,2018-12-31,2018-08-20,3.8,6351,2018
482,4.85,5.0,1.18,2018-12-31,2018-05-16,4.1,6351,2018
483,5.06,2.0,2.9,2023-04-30,2022-12-16,1.7,7083,2023
484,1.26,0.0,2.92,2023-04-30,2022-09-28,0.4,7083,2023
485,3.48,0.0,2.96,2022-04-30,2022-06-29,1.2,7083,2022
486,9.76,0.0,2.76,2022-04-30,2022-03-25,3.5,7083,2022
487,6.3,2.0,2.69,2022-04-30,2021-12-17,2.3,7083,2022
488,7.51,0.0,2.62,2022-04-30,2021-09-24,2.9,7083,2022
489,2.72,0.0,2.58,2021-04-30,2021-06-28,1.1,7083,2021
490,5.09,0.0,2.5,2021-04-30,2021-03-25,2.0,7083,2021
491,2.19,2.0,2.35,2021-04-30,2020-12-16,0.9,7083,2021
492,5.03,0.0,2.41,2021-04-30,2020-09-24,2.1,7083,2021
493,-0.19,0.0,2.35,2020-04-30,2020-06-29,-0.1,7083,2020
494,1.19,0.0,2.48,2020-04-30,2020-03-24,0.5,7083,2020
495,2.61,2.0,2.49,2020-04-30,2019-12-19,1.0,7083,2020
496,3.05,0.0,2.47,2020-04-30,2019-09-25,1.2,7083,2020
497,-2.06,0.0,2.48,2019-04-30,2019-07-01,-0.8,7083,2019
498,1.06,0.0,2.22,2019-04-30,2019-03-21,0.5,7083,2019
499,2.26,2.0,2.19,2019-04-30,2018-12-20,1.0,7083,2019
500,4.47,0.0,4.45,2019-04-30,2018-09-21,1.0,7083,2019
501,4.5,0.0,4.48,2018-04-30,2018-06-28,1.0,7083,2018
502,4.44,0.0,4.44,2018-04-30,2018-03-22,1.0,7083,2018
503,2.88,1.0,4.31,2018-04-30,2017-12-19,0.7,7083,2018
504,5.54,0.0,4.31,2018-04-30,2017-09-21,1.3,7083,2018
505,-23.88,1.25,2.25,2022-12-31,2022-11-29,-10.6,6556,2022
506,6.11,0.0,2.49,2022-12-31,2022-08-26,2.5,6556,2022
507,6.01,1.25,2.49,2022-12-31,2022-05-27,2.4,6556,2022
508,3.05,6.0,2.44,2021-12-31,2022-02-28,1.3,6556,2021
509,12.74,1.25,2.41,2021-12-31,2021-11-29,5.3,6556,2021
510,15.48,6.0,2.34,2021-12-31,2021-08-26,6.6,6556,2021
511,13.64,1.25,2.19,2021-12-31,2021-05-28,6.2,6556,2021
512,1.15,0.0,2.05,2020-12-31,2021-03-22,0.6,6556,2020
513,-3.51,1.25,2.05,2020-12-31,2020-11-27,-1.7,6556,2020
514,-10.51,0.0,2.08,2020-12-31,2020-08-27,-5.1,6556,2020
515,-5.66,1.25,2.18,2020-12-31,2020-06-30,-2.6,6556,2020
516,3.62,0.0,2.23,2019-12-31,2020-02-24,1.6,6556,2019
517,-12.07,1.25,2.2,2019-12-31,2019-11-27,-5.5,6556,2019
518,-7.01,0.0,2.32,2019-12-31,2019-08-28,-3.0,6556,2019
519,-1.22,1.25,2.45,2019-12-31,2019-05-28,-0.5,6556,2019
520,6.14,6.0,2.46,2018-12-31,2019-02-26,2.5,6556,2018
521,6.4,1.25,2.4,2018-12-31,2018-11-30,2.7,6556,2018
522,3.88,6.0,2.39,2018-12-31,2018-08-27,1.6,6556,2018
523,11.88,1.25,2.49,2018-12-31,2018-05-25,4.8,6556,2018
524,4.38,10.0,1.35,2022-09-30,2022-11-29,3.2,5568,2022
525,3.87,10.0,1.41,2022-09-30,2022-08-15,2.7,5568,2022
526,1.54,0.0,1.37,2022-09-30,2022-05-26,1.1,5568,2022
527,-2.03,0.0,1.36,2022-09-30,2022-02-23,-1.5,5568,2022
528,-5.79,0.0,1.38,2021-09-30,2021-11-29,-4.2,5568,2021
529,-1.87,0.0,1.43,2021-09-30,2021-08-26,-1.3,5568,2021
530,1.93,0.0,1.45,2021-09-30,2021-05-27,1.3,5568,2021
531,0.93,0.0,1.43,2021-09-30,2021-03-18,0.7,5568,2021
532,3.59,0.0,1.42,2020-09-30,2020-11-27,2.5,5568,2020
533,-1.27,0.0,1.39,2020-09-30,2020-08-25,-0.9,5568,2020
534,0.64,0.0,1.4,2020-09-30,2020-06-24,0.5,5568,2020
535,0.49,0.0,1.39,2020-09-30,2020-02-28,0.4,5568,2020
536,-0.79,0.0,1.37,2019-09-30,2019-08-29,-0.6,5568,2019
537,-2.32,0.0,1.38,2019-09-30,2019-05-23,-1.7,5568,2019
538,-0.06,0.0,1.4,2019-09-30,2019-02-27,0.0,5568,2019
539,-11.26,0.0,1.4,2018-09-30,2018-11-30,-8.0,5568,2018
540,1.95,0.0,1.51,2018-09-30,2018-08-23,1.3,5568,2018
541,1.7,3.0,1.59,2018-09-30,2018-05-22,1.1,5568,2018
542,-3.28,0.0,1.55,2018-09-30,2018-02-28,-2.1,5568,2018
543,0.49,0.0,1.57,2022-12-31,2022-11-30,0.3,5088,2022
544,0.49,0.0,1.57,2022-12-31,2022-08-09,0.3,5088,2022
545,1.07,0.0,1.66,2022-12-31,2022-05-26,0.6,5088,2022
546,1.16,10.0,1.65,2021-12-31,2022-02-21,0.7,5088,2021
547,4.02,1.0,1.65,2021-12-31,2021-11-29,2.4,5088,2021
548,2.92,1.0,1.62,2021-12-31,2021-08-20,1.8,5088,2021
549,2.5,1.0,1.6,2021-12-31,2021-05-21,1.6,5088,2021
550,2.19,0.0,1.58,2020-12-31,2021-02-25,1.4,5088,2020
551,3.03,0.0,1.55,2020-12-31,2020-11-12,2.0,5088,2020
552,2.21,0.0,1.52,2020-12-31,2020-08-27,1.5,5088,2020
553,1.07,0.0,1.5,2020-12-31,2020-05-21,0.7,5088,2020
554,0.71,0.0,1.49,2019-12-31,2020-02-27,0.5,5088,2019
555,0.44,0.0,1.48,2019-12-31,2019-11-14,0.3,5088,2019
556,0.97,0.0,1.5,2019-12-31,2019-08-29,0.6,5088,2019
557,0.85,2.0,1.49,2019-12-31,2019-05-30,0.6,5088,2019
558,1.45,0.0,1.48,2018-12-31,2019-02-21,1.0,5088,2018
559,1.74,0.0,1.47,2018-12-31,2018-11-22,1.2,5088,2018
560,-0.48,0.0,1.45,2018-12-31,2018-08-29,-0.3,5088,2018
561,1.33,0.0,1.45,2018-12-31,2018-05-23,0.9,5088,2018
562,5.67,0.0,1.09,2022-12-31,2022-11-16,5.2,7090,2022
563,4.95,3.0,1.06,2022-12-31,2022-08-16,4.7,7090,2022
564,3.33,0.0,1.1,2022-12-31,2022-05-18,3.0,7090,2022
565,4.37,9.0,1.07,2021-12-31,2022-02-23,4.1,7090,2021
566,2.96,0.0,1.03,2021-12-31,2021-11-17,2.9,7090,2021
567,2.71,2.5,1.01,2021-12-31,2021-08-19,2.7,7090,2021
568,2.51,0.0,1.01,2021-12-31,2021-05-20,2.5,7090,2021
569,3.04,2.8,0.99,2020-12-31,2021-02-25,3.1,7090,2020
570,3.01,0.0,0.96,2020-12-31,2020-11-19,3.1,7090,2020
571,2.76,1.7,0.94,2020-12-31,2020-08-26,2.9,7090,2020
572,3.05,0.0,0.93,2020-12-31,2020-05-21,3.3,7090,2020
573,2.97,2.0,0.9,2019-12-31,2020-02-19,3.3,7090,2019
574,3.0,0.0,0.87,2019-12-31,2019-11-21,3.4,7090,2019
575,2.81,1.7,0.86,2019-12-31,2019-08-21,3.3,7090,2019
576,9.71,0.0,3.34,2019-12-31,2019-05-23,2.9,7090,2019
577,14.33,7.0,3.25,2018-12-31,2019-02-28,4.4,7090,2018
578,12.71,0.0,3.12,2018-12-31,2018-11-15,4.1,7090,2018
579,11.69,6.5,3.08,2018-12-31,2018-08-16,3.8,7090,2018
580,11.25,0.0,3.04,2018-12-31,2018-05-24,3.7,7090,2018
581,4.15,7.0,6.69,2022-12-31,2022-11-21,0.6,5015,2022
582,1.52,0.0,6.62,2022-12-31,2022-08-30,0.2,5015,2022
583,3.68,0.0,6.67,2022-12-31,2022-05-20,0.6,5015,2022
584,8.4,7.0,6.62,2021-12-31,2022-02-25,1.3,5015,2021
585,-13.13,0.0,6.53,2021-12-31,2021-11-19,-2.0,5015,2021
586,-8.37,0.0,6.66,2021-12-31,2021-08-20,-1.3,5015,2021
587,7.34,0.0,6.82,2021-12-31,2021-05-19,1.1,5015,2021
588,1.44,7.0,6.74,2020-12-31,2021-02-25,0.2,5015,2020
589,7.06,0.0,6.35,2020-12-31,2020-11-19,1.1,5015,2020
590,-10.68,0.0,6.43,2020-12-31,2020-08-19,-1.7,5015,2020
591,-3.17,0.0,6.4,2020-12-31,2020-06-29,-0.5,5015,2020
592,3.33,5.0,6.51,2019-12-31,2020-02-21,0.5,5015,2019
593,1.22,0.0,6.38,2019-12-31,2019-11-22,0.2,5015,2019
594,4.38,5.0,6.36,2019-12-31,2019-08-27,0.7,5015,2019
595,5.0,0.0,6.35,2019-12-31,2019-05-24,0.8,5015,2019
596,8.86,7.0,6.31,2018-12-31,2019-02-25,1.4,5015,2018
597,1.71,0.0,6.25,2018-12-31,2018-11-16,0.3,5015,2018
598,0.79,5.0,6.23,2018-12-31,2018-08-29,0.1,5015,2018
599,8.29,0.0,6.3,2018-12-31,2018-05-16,1.3,5015,2018
600,11.83,0.0,3.01,2023-04-30,2022-12-22,3.9,6432,2023
601,5.7,0.0,2.89,2023-04-30,2022-09-27,2.0,6432,2023
602,4.79,15.0,2.84,2022-04-30,2022-06-24,1.7,6432,2022
603,6.35,0.0,2.78,2022-04-30,2022-03-29,2.3,6432,2022
604,1.11,0.0,2.97,2022-04-30,2021-12-24,0.4,6432,2022
605,0.0,0.0,2.96,2022-04-30,2021-09-29,0.0,6432,2022
606,7.35,25.0,2.96,2021-04-30,2021-06-30,2.5,6432,2021
607,4.39,0.0,2.88,2021-04-30,2021-03-30,1.5,6432,2021
608,4.08,0.0,3.14,2021-04-30,2020-12-29,1.3,6432,2021
609,5.86,0.0,3.1,2021-04-30,2020-08-27,1.9,6432,2021
610,4.87,20.0,3.04,2020-04-30,2020-06-29,1.6,6432,2020
611,4.98,0.0,2.99,2020-04-30,2020-03-24,1.7,6432,2020
612,3.93,0.0,3.14,2020-04-30,2019-12-26,1.3,6432,2020
613,4.02,0.0,3.1,2020-04-30,2019-08-26,1.3,6432,2020
614,4.81,20.0,2.91,2019-04-30,2019-06-27,1.7,6432,2019
615,5.68,0.0,3.02,2019-04-30,2019-03-28,1.9,6432,2019
616,6.29,0.0,3.16,2019-04-30,2018-12-27,2.0,6432,2019
617,5.23,0.0,3.1,2019-04-30,2018-08-27,1.7,6432,2019
618,1.7,20.0,3.05,2018-04-30,2018-06-28,0.6,6432,2018
619,2.66,0.0,3.02,2018-04-30,2018-03-28,0.9,6432,2018
620,4.77,0.0,3.24,2018-04-30,2017-12-28,1.5,6432,2018
621,4.7,0.0,3.2,2018-04-30,2017-08-24,1.5,6432,2018
622,2.02,0.0,0.94,2023-07-31,2022-12-05,2.1,7214,2023
623,2.91,2.75,0.92,2022-07-31,2022-09-28,3.2,7214,2022
624,3.02,0.0,0.89,2022-07-31,2022-06-29,3.4,7214,2022
625,2.61,0.0,0.86,2022-07-31,2022-03-30,3.0,7214,2022
626,2.15,0.0,0.84,2022-07-31,2021-12-08,2.6,7214,2022
627,-0.16,2.25,0.84,2021-07-31,2021-09-29,-0.2,7214,2021
628,2.76,0.0,0.85,2021-07-31,2021-06-23,3.2,7214,2021
629,1.8,0.0,0.82,2021-07-31,2021-03-29,2.2,7214,2021
630,1.64,0.0,0.83,2021-07-31,2020-12-09,2.0,7214,2021
631,1.09,2.0,0.81,2020-07-31,2020-09-24,1.3,7214,2020
632,0.24,0.0,0.8,2020-07-31,2020-06-24,0.3,7214,2020
633,1.29,0.0,0.8,2020-07-31,2020-03-25,1.6,7214,2020
634,1.9,0.0,0.81,2020-07-31,2019-12-04,2.3,7214,2020
635,1.97,2.5,0.79,2019-07-31,2019-09-30,2.5,7214,2019
636,1.47,0.0,0.77,2019-07-31,2019-06-26,1.9,7214,2019
637,1.72,0.0,0.76,2019-07-31,2019-03-27,2.3,7214,2019
638,2.01,0.0,1.07,2019-07-31,2018-12-12,1.9,7214,2019
639,3.66,3.25,1.04,2018-07-31,2018-09-26,3.5,7214,2018
640,2.87,0.0,1.0,2018-07-31,2018-06-29,2.9,7214,2018
641,2.58,0.0,0.97,2018-07-31,2018-03-28,2.7,7214,2018
642,2.51,0.0,0.98,2018-07-31,2017-12-08,2.6,7214,2018
643,0.84,0.0,1.01,2023-03-31,2022-11-29,0.8,7722,2023
644,2.9,1.0,1.0,2023-03-31,2022-08-29,2.9,7722,2023
645,1.68,0.0,0.98,2022-03-31,2022-05-25,1.7,7722,2022
646,2.77,0.0,0.96,2022-03-31,2022-02-22,2.9,7722,2022
647,0.87,0.0,0.93,2022-03-31,2021-11-17,0.9,7722,2022
648,1.39,1.0,0.93,2022-03-31,2021-08-24,1.5,7722,2022
649,0.74,0.0,0.92,2021-03-31,2021-05-24,0.8,7722,2021
650,1.66,0.0,0.91,2021-03-31,2021-02-08,1.8,7722,2021
651,2.3,0.0,0.89,2021-03-31,2020-11-20,2.6,7722,2021
652,1.82,0.0,0.87,2021-03-31,2020-08-26,2.1,7722,2021
653,-0.43,0.0,0.85,2020-03-31,2020-06-23,-0.5,7722,2020
654,1.55,0.0,0.86,2020-03-31,2020-02-18,1.8,7722,2020
655,0.57,0.0,0.84,2020-03-31,2019-11-21,0.7,7722,2020
656,1.97,0.0,0.83,2020-03-31,2019-08-23,2.4,7722,2020
657,1.12,0.0,0.81,2019-03-31,2019-07-02,1.4,7722,2019
658,1.18,0.0,1.27,2019-03-31,2019-02-22,0.9,7722,2019
659,0.8,0.0,1.26,2019-03-31,2018-11-15,0.6,7722,2019
660,1.25,0.0,1.26,2019-03-31,2018-08-28,1.0,7722,2019
661,-17.84,0.0,1.24,2018-03-31,2018-05-31,-14.4,7722,2018
662,-5.7,0.0,1.66,2018-03-31,2018-02-14,-3.4,7722,2018
663,-2.66,0.0,1.72,2018-03-31,2017-11-24,-1.5,7722,2018
664,2.3,0.0,1.74,2018-03-31,2017-08-28,1.3,7722,2018
665,3.99,0.0,3.7351,2023-03-31,2022-11-30,1.1,7129,2023
666,4.16,0.0,3.7078,2023-03-31,2022-08-29,1.1,7129,2023
667,5.26,2.0,3.6794,2022-03-31,2022-05-30,1.4,7129,2022
668,3.99,0.0,3.633,2022-03-31,2022-02-28,1.1,7129,2022
669,4.4,0.0,3.6158,2022-03-31,2021-11-26,1.2,7129,2022
670,8.63,0.0,3.5868,2022-03-31,2021-08-27,2.4,7129,2022
671,8.16,1.5,3.4898,2021-03-31,2021-05-28,2.3,7129,2021
672,8.93,0.0,3.3977,2021-03-31,2021-03-10,2.6,7129,2021
673,6.52,0.0,3.2957,2021-03-31,2020-11-28,2.0,7129,2021
674,0.33,0.0,3.2234,2021-03-31,2020-08-28,0.1,7129,2021
675,4.44,0.0,3.2149,2020-03-31,2020-06-30,1.4,7129,2020
676,5.85,0.0,3.152,2020-03-31,2020-02-28,1.9,7129,2020
677,3.63,0.0,3.08,2020-03-31,2019-11-29,1.2,7129,2020
678,4.99,0.0,3.133,2020-03-31,2019-08-30,1.6,7129,2020
679,6.86,7.0,3.0752,2019-03-31,2019-05-31,2.2,7129,2019
680,5.48,4.0,3.0661,2019-03-31,2019-02-28,1.8,7129,2019
681,8.1,3.0,3.0581,2019-03-31,2018-11-30,2.6,7129,2019
682,4.09,0.0,3.0433,2019-03-31,2018-08-30,1.3,7129,2019
683,5.72,8.0,3.0045,2018-03-31,2018-05-31,1.9,7129,2018
684,9.7,4.0,3.0033,2018-03-31,2018-02-28,3.2,7129,2018
685,7.67,3.0,2.9663,2018-03-31,2017-11-30,2.6,7129,2018
686,7.28,0.0,2.9677,2018-03-31,2017-08-29,2.5,7129,2018
687,-0.32,0.0,0.16,2022-12-31,2022-11-25,-2.0,0105,2022
688,-0.07,0.0,0.17,2022-12-31,2022-08-26,-0.4,0105,2022
689,-0.06,0.0,0.19,2022-12-31,2022-05-27,-0.3,0105,2022
690,-0.83,0.0,0.19,2021-12-31,2022-02-22,-4.4,0105,2021
691,-0.21,0.0,0.19,2021-12-31,2021-11-25,-1.1,0105,2021
692,0.13,0.0,0.19,2021-12-31,2021-08-27,0.7,0105,2021
693,0.01,0.0,0.19,2021-12-31,2021-05-27,0.1,0105,2021
694,1.55,0.0,0.18,2020-12-31,2021-02-25,8.6,0105,2020
695,0.71,0.0,0.19,2020-12-31,2020-10-28,3.7,0105,2020
696,0.19,0.0,0.16,2020-12-31,2020-08-06,1.2,0105,2020
697,-0.05,0.0,0.17,2020-12-31,2020-06-25,-0.3,0105,2020
698,0.35,0.0,0.17,2019-12-31,2020-02-28,2.1,0105,2019
699,-0.47,0.0,0.17,2019-12-31,2019-11-27,-2.8,0105,2019
700,-0.73,0.0,0.18,2019-12-31,2019-08-16,-4.1,0105,2019
701,-0.27,0.0,0.19,2019-12-31,2019-05-30,-1.4,0105,2019
702,-0.44,0.0,0.19,2018-12-31,2019-02-28,-2.3,0105,2018
703,-0.22,0.0,0.19,2018-12-31,2018-11-29,-1.2,0105,2018
704,0.03,0.0,0.23,2018-12-31,2018-08-06,0.1,0105,2018
705,-0.01,0.5,0.2,2018-12-31,2018-05-31,-0.1,0105,2018
706,1.48,1.0,1.03,2023-07-31,2022-12-30,1.4,7162,2023
707,1.69,0.0,1.02,2022-07-31,2022-09-30,1.7,7162,2022
708,2.38,0.0,1.0,2022-07-31,2022-06-24,2.4,7162,2022
709,2.2,0.0,0.99,2022-07-31,2022-03-25,2.2,7162,2022
710,3.56,0.0,0.96,2022-07-31,2021-12-31,3.7,7162,2022
711,2.5,0.0,0.93,2021-07-31,2021-09-30,2.7,7162,2021
712,8.46,0.0,1.66,2021-07-31,2021-06-25,5.1,7162,2021
713,6.34,0.0,1.59,2021-07-31,2021-03-26,4.0,7162,2021
714,4.25,0.0,1.52,2021-07-31,2020-12-18,2.8,7162,2021
715,2.69,0.0,1.48,2020-07-31,2020-09-29,1.8,7162,2020
716,1.53,0.0,1.45,2020-07-31,2020-06-19,1.1,7162,2020
717,2.47,0.0,1.44,2020-07-31,2020-03-20,1.7,7162,2020
718,1.51,0.0,1.42,2020-07-31,2019-12-27,1.1,7162,2020
719,2.03,0.0,1.4,2019-07-31,2019-09-27,1.5,7162,2019
720,3.15,0.0,1.38,2019-07-31,2019-06-28,2.3,7162,2019
721,2.34,0.0,1.36,2019-07-31,2019-03-29,1.7,7162,2019
722,1.18,0.0,1.34,2019-07-31,2018-12-28,0.9,7162,2019
723,0.88,1.0,1.32,2018-07-31,2018-09-28,0.7,7162,2018
