,EPS,DPS,NTA,Revenue,P/L,Quarter,Q Date,Financial Year,Announced,ROE,Stock Code,Year
2793,-1.59,0.750,1.5800,308.50m,-6.99m,4,2018-12-31,2018-12-31,2019-02-27,-1.0%,5056,2018
2794,0.68,0.000,1.6000,315.17m,2.99m,3,2018-09-30,2018-12-31,2018-11-22,0.4%,5056,2018
2795,1.43,0.000,1.6000,286.14m,6.29m,2,2018-06-30,2018-12-31,2018-08-30,0.9%,5056,2018
2796,2.25,0.000,1.5900,298.20m,9.89m,1,2018-03-31,2018-12-31,2018-05-24,1.4%,5056,2018
2797,-10.46,0.000,0.7000,218.00k,-14.12m,2,2022-09-30,2023-03-31,2022-11-24,-14.9%,8613,2023
2798,-3.24,0.000,0.8000,9.61m,-4.38m,1,2022-06-30,2023-03-31,2022-08-25,-4.1%,8613,2023
2799,-6.36,0.000,0.8200,14.57m,-8.59m,4,2022-03-31,2022-03-31,2022-05-30,-7.8%,8613,2022
2800,10.56,0.740,0.8800,15.38m,14.26m,3,2021-12-31,2022-03-31,2022-02-24,12.0%,8613,2022
2801,0.55,0.000,0.8600,18.50m,949.00k,2,2021-09-30,2022-03-31,2021-11-25,0.6%,8613,2022
2802,0.52,0.000,0.8500,22.24m,703.00k,1,2021-06-30,2022-03-31,2021-09-24,0.6%,8613,2022
2803,-4.25,0.000,0.8500,27.77m,-5.74m,4,2021-03-31,2021-03-31,2021-05-27,-5.0%,8613,2021
2804,0.41,0.000,0.8800,23.92m,552.00k,3,2020-12-31,2021-03-31,2021-02-24,0.5%,8613,2021
2805,1.14,0.000,0.8800,35.46m,1.54m,2,2020-09-30,2021-03-31,2020-11-23,1.3%,8613,2021
2806,-2.01,1.250,0.8700,25.65m,-2.71m,1,2020-06-30,2021-03-31,2020-08-18,-2.3%,8613,2021
2807,-0.23,0.000,0.9000,82.21m,-313.00k,4,2020-03-31,2020-03-31,2020-06-18,-0.3%,8613,2020
2808,1.47,0.000,0.9000,50.88m,1.98m,3,2019-12-31,2020-03-31,2020-02-26,1.6%,8613,2020
2809,0.52,0.000,0.8852,42.09m,703.00k,2,2019-09-30,2020-03-31,2019-11-25,0.6%,8613,2020
2810,0.08,3.000,0.8812,51.47m,109.00k,1,2019-06-30,2020-03-31,2019-08-20,0.1%,8613,2020
2811,-18.58,0.000,0.9100,28.02m,-25.06m,4,2019-03-31,2019-03-31,2019-05-29,-20.4%,8613,2019
2812,-0.86,0.000,1.1022,33.68m,-1.16m,3,2018-12-31,2019-03-31,2019-02-22,-0.8%,8613,2019
2813,-0.36,0.000,1.1094,36.16m,-494.00k,2,2018-09-30,2019-03-31,2018-11-29,-0.3%,8613,2019
2814,1.62,0.000,1.1379,66.85m,2.18m,1,2018-06-30,2019-03-31,2018-08-13,1.4%,8613,2019
2815,-1.61,4.500,1.1237,13.59m,-2.16m,4,2018-03-31,2018-03-31,2018-05-30,-1.4%,8613,2018
2816,-1.07,0.000,1.1389,16.81m,-1.44m,3,2017-12-31,2018-03-31,2018-02-28,-0.9%,8613,2018
2817,2.20,0.000,1.1624,20.95m,2.97m,2,2017-09-30,2018-03-31,2017-11-23,1.9%,8613,2018
2818,1.22,0.000,1.1400,23.95m,1.65m,1,2017-06-30,2018-03-31,2017-08-18,1.1%,8613,2018
2819,2.21,1.250,1.4100,70.05m,6.12m,3,2022-09-30,2022-12-31,2022-11-30,1.6%,7217,2022
2820,4.68,0.000,1.4900,79.61m,12.81m,2,2022-06-30,2022-12-31,2022-08-24,3.1%,7217,2022
2821,5.50,0.000,1.4000,70.62m,11.21m,1,2022-03-31,2022-12-31,2022-05-30,3.9%,7217,2022
2822,2.85,0.000,1.3400,72.29m,5.81m,4,2021-12-31,2021-12-31,2022-02-25,2.1%,7217,2021
2823,2.33,0.000,1.3100,51.01m,4.74m,3,2021-09-30,2021-12-31,2021-11-25,1.8%,7217,2021
2824,3.53,1.500,1.2900,37.10m,7.20m,2,2021-06-30,2021-12-31,2021-08-25,2.7%,7217,2021
2825,3.12,0.000,1.2700,56.54m,6.35m,1,2021-03-31,2021-12-31,2021-05-20,2.5%,7217,2021
2826,-0.20,0.000,1.3200,50.41m,-411.00k,4,2020-12-31,2020-12-31,2021-03-25,-0.2%,7217,2020
2827,1.44,0.000,1.3500,46.00m,2.73m,3,2020-09-30,2020-12-31,2020-11-27,1.1%,7217,2020
2828,0.02,0.000,1.3100,17.86m,28.00k,2,2020-06-30,2020-12-31,2020-08-25,0.0%,7217,2020
2829,0.69,0.000,1.3200,21.49m,1.27m,1,2020-03-31,2020-12-31,2020-06-25,0.5%,7217,2020
2830,3.03,0.000,1.3100,45.43m,5.60m,4,2019-12-31,2019-12-31,2020-02-25,2.3%,7217,2019
2831,-2.02,0.000,1.2800,19.34m,-3.74m,3,2019-09-30,2019-12-31,2019-11-29,-1.6%,7217,2019
2832,0.66,0.000,1.3000,37.21m,1.22m,2,2019-06-30,2019-12-31,2019-08-30,0.5%,7217,2019
2833,0.14,0.000,0.9300,18.98m,255.00k,1,2019-03-31,2019-12-31,2019-05-31,0.2%,7217,2019
2834,-3.22,0.000,0.9500,25.68m,-5.98m,4,2018-12-31,2018-12-31,2019-02-27,-3.4%,7217,2018
2835,2.74,0.000,1.0200,35.27m,5.09m,3,2018-09-30,2018-12-31,2018-11-23,2.7%,7217,2018
2836,0.57,0.000,0.9900,27.11m,1.06m,2,2018-06-30,2018-12-31,2018-08-30,0.6%,7217,2018
2837,1.56,0.000,0.9900,27.74m,2.93m,1,2018-03-31,2018-12-31,2018-05-28,1.6%,7217,2018
2838,0.42,0.000,0.2600,79.43m,2.23m,2,2022-11-30,2023-05-31,2023-01-31,1.6%,0100,2023
2839,0.99,0.000,0.2700,19.82m,5.01m,1,2022-08-31,2023-05-31,2022-10-28,3.7%,0100,2023
2840,2.59,0.000,0.2600,27.15m,13.08m,4,2022-05-31,2022-05-31,2022-07-29,10.0%,0100,2022
2841,2.37,0.000,0.2300,29.42m,11.96m,3,2022-02-28,2022-05-31,2022-04-25,10.3%,0100,2022
2842,2.80,0.000,0.2100,33.85m,14.14m,2,2021-11-30,2022-05-31,2022-01-21,13.3%,0100,2022
2843,1.87,0.000,0.1800,25.47m,9.44m,1,2021-08-31,2022-05-31,2021-10-18,10.4%,0100,2022
2844,2.88,4.000,0.1700,42.77m,14.51m,4,2021-05-31,2021-05-31,2021-07-26,16.9%,0100,2021
2845,1.82,0.000,0.1651,22.61m,8.47m,3,2021-02-28,2021-05-31,2021-03-12,11.0%,0100,2021
2846,0.87,0.000,0.1500,15.59m,4.01m,2,2020-11-30,2021-05-31,2020-12-18,5.8%,0100,2021
2847,1.50,1.000,0.2900,11.94m,3.20m,1,2020-08-31,2021-05-31,2020-10-15,5.2%,0100,2021
2848,-0.10,0.000,0.2600,8.48m,-259.00k,4,2020-05-31,2020-05-31,2020-07-27,-0.4%,0100,2020
2849,0.32,0.000,0.2600,8.95m,653.00k,3,2020-02-29,2020-05-31,2020-04-29,1.2%,0100,2020
2850,0.50,0.000,0.2500,8.95m,1.04m,2,2019-11-30,2020-05-31,2020-01-20,2.0%,0100,2020
2851,0.50,0.600,0.2500,8.75m,1.01m,1,2019-08-31,2020-05-31,2019-10-29,2.0%,0100,2020
2852,0.40,0.000,0.2500,9.38m,875.00k,4,2019-05-31,2019-05-31,2019-07-31,1.6%,0100,2019
2853,-0.28,0.000,0.2300,8.33m,-583.00k,3,2019-02-28,2019-05-31,2019-04-29,-1.2%,0100,2019
2854,0.02,0.000,0.2400,7.42m,46.00k,2,2018-11-30,2019-05-31,2019-01-28,0.1%,0100,2019
2855,0.20,0.600,0.2400,7.36m,448.00k,1,2018-08-31,2019-05-31,2018-10-29,0.8%,0100,2019
2856,-0.32,0.000,24.0000,5.90m,-649.00k,4,2018-05-31,2018-05-31,2018-07-30,0.0%,0100,2018
2857,0.03,0.000,24.0000,6.77m,71.00k,3,2018-02-28,2018-05-31,2018-04-26,0.0%,0100,2018
2858,0.10,0.000,0.2400,6.29m,256.00k,2,2017-11-30,2018-05-31,2018-01-22,0.4%,0100,2018
2859,0.30,0.600,0.2500,6.23m,555.00k,1,2017-08-31,2018-05-31,2017-10-25,1.2%,0100,2018
2860,-0.28,0.000,0.7000,40.53m,46.00k,2,2022-09-30,2023-03-31,2022-11-25,-0.4%,5081,2023
2861,-0.83,0.000,0.7000,35.69m,-1.03m,1,2022-06-30,2023-03-31,2022-08-25,-1.2%,5081,2023
2862,0.63,0.000,0.7000,36.99m,2.36m,4,2022-03-31,2022-03-31,2022-05-30,0.9%,5081,2022
2863,1.08,0.000,0.7000,39.97m,2.40m,3,2021-12-31,2022-03-31,2022-02-28,1.5%,5081,2022
2864,-1.79,0.500,0.6900,21.80m,-4.44m,2,2021-09-30,2022-03-31,2021-11-25,-2.6%,5081,2022
2865,-2.50,0.000,0.7100,25.82m,-5.83m,1,2021-06-30,2022-03-31,2021-09-27,-3.5%,5081,2022
2866,0.61,0.000,0.7300,31.85m,2.07m,4,2021-03-31,2021-03-31,2021-05-27,0.8%,5081,2021
2867,0.41,0.000,0.7300,38.70m,573.00k,3,2020-12-31,2021-03-31,2021-02-26,0.6%,5081,2021
2868,0.64,0.500,0.7300,36.69m,43.00k,2,2020-09-30,2021-03-31,2020-11-26,0.9%,5081,2021
2869,-0.79,0.000,0.7300,22.24m,-711.00k,1,2020-06-30,2021-03-31,2020-08-18,-1.1%,5081,2021
2870,-0.03,0.000,0.7400,36.15m,-93.00k,4,2020-03-31,2020-03-31,2020-06-30,0.0%,5081,2020
2871,0.88,0.000,0.7500,49.08m,2.07m,3,2019-12-31,2020-03-31,2020-02-24,1.2%,5081,2020
2872,0.43,0.000,0.7600,43.50m,1.22m,2,2019-09-30,2020-03-31,2019-11-28,0.6%,5081,2020
2873,0.91,0.000,0.7500,41.87m,3.09m,1,2019-06-30,2020-03-31,2019-08-28,1.2%,5081,2020
2874,0.92,0.000,0.7400,40.26m,1.54m,4,2019-03-31,2019-03-31,2019-05-28,1.2%,5081,2019
2875,0.95,0.000,0.7500,45.00m,2.56m,3,2018-12-31,2019-03-31,2019-02-26,1.3%,5081,2019
2876,1.10,1.250,0.7600,44.49m,3.95m,2,2018-09-30,2019-03-31,2018-11-26,1.4%,5081,2019
2877,1.18,0.000,0.7400,41.82m,2.99m,1,2018-06-30,2019-03-31,2018-08-27,1.6%,5081,2019
2878,-0.01,0.000,0.7300,38.25m,-973.00k,4,2018-03-31,2018-03-31,2018-05-25,0.0%,5081,2018
2879,0.12,0.000,0.7500,40.05m,-694.00k,3,2017-12-31,2018-03-31,2018-02-26,0.2%,5081,2018
2880,0.13,1.250,0.7700,40.26m,513.00k,2,2017-09-30,2018-03-31,2017-12-06,0.2%,5081,2018
2881,0.32,0.000,0.7600,40.72m,760.00k,1,2017-06-30,2018-03-31,2017-08-21,0.4%,5081,2018
2882,1.77,0.000,3.3400,47.97m,2.26m,3,2022-11-30,2023-02-28,2023-01-19,0.5%,6815,2023
2883,1.74,1.800,3.3400,43.41m,2.23m,2,2022-08-31,2023-02-28,2022-10-27,0.5%,6815,2023
2884,8.09,0.000,3.3300,31.82m,10.36m,1,2022-05-31,2023-02-28,2022-07-28,2.4%,6815,2023
2885,5.58,0.000,3.2400,77.50m,7.14m,4,2022-02-28,2022-02-28,2022-04-28,1.7%,6815,2022
2886,6.59,0.000,3.2000,58.60m,8.43m,3,2021-11-30,2022-02-28,2022-01-21,2.1%,6815,2022
2887,2.10,1.500,3.1400,33.16m,2.69m,2,2021-08-31,2022-02-28,2021-10-22,0.7%,6815,2022
2888,4.06,0.000,3.1100,53.90m,5.19m,1,2021-05-31,2022-02-28,2021-07-30,1.3%,6815,2022
2889,8.54,0.000,3.0800,71.41m,10.93m,4,2021-02-28,2021-02-28,2021-04-22,2.8%,6815,2021
2890,11.46,0.000,3.0000,80.75m,14.66m,3,2020-11-30,2021-02-28,2021-01-21,3.8%,6815,2021
2891,12.66,0.000,2.8800,121.46m,16.21m,2,2020-08-31,2021-02-28,2020-10-22,4.4%,6815,2021
2892,0.30,0.000,2.7600,30.41m,383.00k,1,2020-05-31,2021-02-28,2020-07-23,0.1%,6815,2021
2893,7.44,0.000,2.7500,77.79m,9.52m,4,2020-02-29,2020-02-29,2020-05-14,2.7%,6815,2020
2894,5.15,1.500,2.6900,56.63m,6.60m,3,2019-11-30,2020-02-29,2020-01-16,1.9%,6815,2020
2895,8.07,0.000,2.6400,79.20m,10.33m,2,2019-08-31,2020-02-29,2019-10-24,3.1%,6815,2020
2896,5.79,0.000,2.5600,84.70m,7.41m,1,2019-05-31,2020-02-29,2019-07-25,2.3%,6815,2020
2897,10.78,0.000,2.5000,91.61m,13.80m,4,2019-02-28,2019-02-28,2019-04-25,4.3%,6815,2019
2898,3.46,0.000,2.4000,94.35m,4.43m,3,2018-11-30,2019-02-28,2019-01-24,1.4%,6815,2019
2899,6.27,0.000,2.3600,97.51m,8.02m,2,2018-08-31,2019-02-28,2018-10-24,2.7%,6815,2019
2900,3.16,0.000,2.3000,76.47m,4.05m,1,2018-05-31,2019-02-28,2018-07-26,1.4%,6815,2019
2901,1.62,0.000,2.2700,91.44m,2.08m,4,2018-02-28,2018-02-28,2018-04-26,0.7%,6815,2018
2902,2.08,0.000,2.2500,70.42m,2.66m,3,2017-11-30,2018-02-28,2018-01-25,0.9%,6815,2018
2903,3.02,0.000,2.2400,94.51m,3.86m,2,2017-08-31,2018-02-28,2017-10-26,1.3%,6815,2018
2904,0.77,0.000,2.2000,57.71m,990.00k,1,2017-05-31,2018-02-28,2017-07-27,0.4%,6815,2018
2905,1.80,0.000,1.2800,253.53m,15.20m,3,2022-09-30,2022-12-31,2022-11-29,1.4%,5101,2022
2906,2.17,0.000,1.2700,330.11m,18.34m,2,2022-06-30,2022-12-31,2022-08-22,1.7%,5101,2022
2907,2.07,1.500,1.2500,319.33m,17.53m,1,2022-03-31,2022-12-31,2022-05-23,1.7%,5101,2022
2908,1.95,0.000,1.2200,287.27m,16.52m,4,2021-12-31,2021-12-31,2022-02-25,1.6%,5101,2021
2909,0.63,0.000,1.2100,201.03m,5.29m,3,2021-09-30,2021-12-31,2021-11-29,0.5%,5101,2021
2910,0.50,0.000,1.2100,213.31m,4.21m,2,2021-06-30,2021-12-31,2021-08-16,0.4%,5101,2021
2911,1.14,0.000,1.2200,233.22m,9.64m,1,2021-03-31,2021-12-31,2021-05-17,0.9%,5101,2021
2912,-9.28,0.000,1.2100,233.24m,-78.49m,4,2020-12-31,2020-12-31,2021-03-29,-7.7%,5101,2020
2913,0.17,0.000,1.3400,226.32m,1.46m,3,2020-09-30,2020-12-31,2020-11-25,0.1%,5101,2020
2914,-1.31,0.000,1.3600,172.92m,-11.08m,2,2020-06-30,2020-12-31,2020-08-13,-1.0%,5101,2020
2915,-1.44,0.000,1.3500,227.41m,-12.15m,1,2020-03-31,2020-12-31,2020-06-29,-1.1%,5101,2020
2916,-1.71,0.000,1.3800,240.81m,-14.46m,4,2019-12-31,2019-12-31,2020-02-26,-1.2%,5101,2019
2917,-0.79,0.000,1.4000,249.47m,-6.67m,3,2019-09-30,2019-12-31,2019-11-27,-0.6%,5101,2019
2918,-1.23,0.000,1.4000,231.93m,-10.36m,2,2019-06-30,2019-12-31,2019-08-29,-0.9%,5101,2019
2919,-1.25,0.000,1.3900,245.72m,-10.57m,1,2019-03-31,2019-12-31,2019-05-24,-0.9%,5101,2019
2920,-0.95,0.000,1.4000,279.10m,-8.02m,4,2018-12-31,2018-12-31,2019-02-28,-0.7%,5101,2018
2921,0.63,0.000,1.4100,288.53m,5.35m,3,2018-09-30,2018-12-31,2018-11-23,0.4%,5101,2018
2922,1.41,0.000,1.4000,289.92m,11.96m,2,2018-06-30,2018-12-31,2018-08-24,1.0%,5101,2018
2923,0.80,1.380,1.3900,264.18m,6.77m,1,2018-03-31,2018-12-31,2018-05-28,0.6%,5101,2018
2924,0.00,0.000,0.2560,37.79m,-4.00k,3,2022-09-30,2022-12-31,2022-11-17,0.0%,0190,2022
2925,-0.46,0.800,0.2630,38.04m,-1.10m,2,2022-06-30,2022-12-31,2022-08-25,-1.7%,0190,2022
2926,-0.41,0.000,0.2660,34.54m,-995.00k,1,2022-03-31,2022-12-31,2022-05-26,-1.5%,0190,2022
2927,-0.34,0.000,0.2700,27.60m,-813.00k,4,2021-12-31,2021-12-31,2022-02-21,-1.3%,0190,2021
2928,0.00,0.000,0.2740,28.31m,7.00k,3,2021-09-30,2021-12-31,2021-11-16,0.0%,0190,2021
2929,0.57,0.000,0.2740,31.68m,1.36m,2,2021-06-30,2021-12-31,2021-08-24,2.1%,0190,2021
2930,0.93,0.000,0.2690,27.21m,2.23m,1,2021-03-31,2021-12-31,2021-05-25,3.5%,0190,2021
2931,-0.49,0.000,0.2600,24.25m,-1.19m,4,2020-12-31,2020-12-31,2021-02-24,-1.9%,0190,2020
2932,1.08,1.000,0.2750,30.50m,2.60m,3,2020-09-30,2020-12-31,2020-11-19,3.9%,0190,2020
2933,0.09,0.000,0.2650,19.07m,212.00k,2,2020-06-30,2020-12-31,2020-08-13,0.3%,0190,2020
2934,0.74,0.000,0.2640,29.54m,1.78m,1,2020-03-31,2020-12-31,2020-06-30,2.8%,0190,2020
2935,-0.02,0.000,0.2560,29.58m,-36.00k,4,2019-12-31,2019-12-31,2020-02-26,-0.1%,0190,2019
2936,0.63,0.000,0.2570,33.42m,1.51m,3,2019-09-30,2019-12-31,2019-11-21,2.5%,0190,2019
2937,0.34,0.000,0.2510,27.82m,928.00k,2,2019-06-30,2019-12-31,2019-08-15,1.4%,0190,2019
2938,-0.29,0.000,0.2470,25.79m,-693.00k,1,2019-03-31,2019-12-31,2019-05-24,-1.2%,0190,2019
2939,0.12,1.800,0.2510,28.51m,281.00k,4,2018-12-31,2018-12-31,2019-02-26,0.5%,0190,2018
2940,0.38,1.800,0.2490,30.51m,910.00k,3,2018-09-30,2018-12-31,2018-11-29,1.5%,0190,2018
2941,-0.17,0.000,0.2770,27.48m,-411.00k,2,2018-06-30,2018-12-31,2018-08-20,-0.6%,0190,2018
2942,0.03,0.000,0.2790,25.77m,68.00k,1,2018-03-31,2018-12-31,2018-05-30,0.1%,0190,2018
2943,0.48,0.000,0.8300,12.99m,1.46m,3,2022-09-30,2022-12-31,2022-11-21,0.6%,7249,2022
2944,-0.31,0.000,0.8300,8.96m,-923.00k,2,2022-06-30,2022-12-31,2022-08-17,-0.4%,7249,2022
2945,0.11,0.000,0.8400,9.34m,332.00k,1,2022-03-31,2022-12-31,2022-05-24,0.1%,7249,2022
2946,1.36,0.500,0.8400,24.52m,4.09m,4,2021-12-31,2021-12-31,2022-02-25,1.6%,7249,2021
2947,0.00,0.000,0.8500,19.52m,-273.00k,3,2021-09-30,2021-12-31,2021-11-23,0.0%,7249,2021
2948,-0.54,0.000,0.8800,22.06m,-1.60m,2,2021-06-30,2021-12-31,2021-09-24,-0.6%,7249,2021
2949,1.57,0.000,0.8900,27.73m,4.69m,1,2021-03-31,2021-12-31,2021-05-21,1.8%,7249,2021
2950,0.03,3.500,0.8800,40.34m,80.00k,4,2020-12-31,2020-12-31,2021-02-25,0.0%,7249,2020
2951,2.00,0.000,0.9100,83.91m,6.03m,3,2020-09-30,2020-12-31,2020-11-25,2.2%,7249,2020
2952,0.62,3.130,0.8800,27.61m,1.76m,2,2020-06-30,2020-12-31,2020-08-21,0.7%,7249,2020
2953,1.57,0.000,0.8800,48.30m,4.46m,1,2020-03-31,2020-12-31,2020-06-22,1.8%,7249,2020
2954,1.36,0.000,0.8800,91.75m,4.11m,4,2019-12-31,2019-12-31,2020-02-24,1.5%,7249,2019
2955,2.53,0.000,0.8700,44.10m,7.60m,3,2019-09-30,2019-12-31,2019-11-20,2.9%,7249,2019
2956,5.52,0.000,0.8500,63.61m,16.64m,2,2019-06-30,2019-12-31,2019-08-23,6.5%,7249,2019
2957,4.54,0.000,0.8000,66.84m,13.25m,1,2019-03-31,2019-12-31,2019-05-31,5.7%,7249,2019
2958,2.01,0.000,0.7600,44.18m,6.05m,4,2018-12-31,2018-12-31,2019-02-28,2.6%,7249,2018
2959,4.07,0.000,0.7900,60.56m,12.28m,3,2018-09-30,2018-12-31,2018-11-30,5.2%,7249,2018
2960,3.86,0.000,0.7700,43.05m,11.64m,2,2018-06-30,2018-12-31,2018-08-27,5.0%,7249,2018
2961,4.00,0.000,0.7100,56.46m,12.05m,1,2018-03-31,2018-12-31,2018-05-28,5.6%,7249,2018
2962,0.33,0.500,0.1900,7.00m,1.82m,3,2022-09-30,2022-12-31,2022-11-29,1.7%,0065,2022
2963,0.36,0.000,0.1900,6.96m,2.02m,2,2022-06-30,2022-12-31,2022-08-25,1.9%,0065,2022
2964,0.52,0.000,0.1900,8.76m,3.03m,1,2022-03-31,2022-12-31,2022-05-25,2.7%,0065,2022
2965,0.37,0.500,0.1800,8.97m,2.08m,4,2021-12-31,2021-12-31,2022-02-22,2.1%,0065,2021
2966,0.65,0.500,0.1700,9.94m,3.63m,3,2021-09-30,2021-12-31,2021-11-25,3.8%,0065,2021
2967,0.53,0.000,0.1700,8.85m,2.94m,2,2021-06-30,2021-12-31,2021-08-30,3.1%,0065,2021
2968,0.72,0.000,0.1700,9.55m,4.01m,1,2021-03-31,2021-12-31,2021-05-21,4.2%,0065,2021
2969,0.68,0.500,0.1700,9.17m,3.85m,4,2020-12-31,2020-12-31,2021-02-24,4.0%,0065,2020
2970,0.47,0.500,0.1700,8.89m,2.61m,3,2020-09-30,2020-12-31,2020-11-24,2.8%,0065,2020
2971,0.45,0.000,0.1700,6.98m,2.60m,2,2020-06-30,2020-12-31,2020-08-24,2.6%,0065,2020
2972,0.30,0.000,0.1600,6.34m,1.76m,1,2020-03-31,2020-12-31,2020-06-24,1.9%,0065,2020
2973,0.26,0.500,0.1600,5.77m,1.61m,4,2019-12-31,2019-12-31,2020-02-24,1.6%,0065,2019
2974,0.25,0.500,0.1900,5.61m,1.56m,3,2019-09-30,2019-12-31,2019-11-28,1.3%,0065,2019
2975,0.34,0.000,0.1200,5.33m,1.45m,2,2019-06-30,2019-12-31,2019-08-22,2.8%,0065,2019
2976,0.45,0.000,0.1200,6.26m,1.87m,1,2019-03-31,2019-12-31,2019-05-30,3.8%,0065,2019
2977,0.28,0.750,0.1100,5.57m,1.15m,4,2018-12-31,2018-12-31,2019-02-25,2.5%,0065,2018
2978,0.46,0.750,0.1200,5.52m,1.92m,3,2018-09-30,2018-12-31,2018-11-23,3.8%,0065,2018
2979,0.46,0.000,0.1200,6.05m,1.90m,2,2018-06-30,2018-12-31,2018-08-27,3.8%,0065,2018
2980,0.40,0.000,0.1200,5.80m,1.65m,1,2018-03-31,2018-12-31,2018-05-31,3.3%,0065,2018
2981,0.81,2.600,2.5300,11.29m,676.00k,1,2022-09-30,2023-06-30,2022-11-23,0.3%,2984,2023
2982,3.05,0.000,2.5300,13.96m,2.56m,4,2022-06-30,2022-06-30,2022-08-24,1.2%,2984,2022
2983,1.78,0.000,2.6200,15.75m,1.49m,3,2022-03-31,2022-06-30,2022-05-25,0.7%,2984,2022
2984,4.14,0.000,2.6000,12.58m,3.47m,2,2021-12-31,2022-06-30,2022-02-23,1.6%,2984,2022
2985,-0.27,0.000,2.5600,5.46m,-227.00k,1,2021-09-30,2022-06-30,2021-11-24,-0.1%,2984,2022
2986,-1.06,0.000,2.5600,7.95m,-886.00k,4,2021-06-30,2021-06-30,2021-09-29,-0.4%,2984,2021
2987,1.76,0.000,2.7300,11.83m,1.48m,3,2021-03-31,2021-06-30,2021-05-21,0.6%,2984,2021
2988,-0.10,0.000,2.7100,13.94m,-83.00k,2,2020-12-31,2021-06-30,2021-02-24,0.0%,2984,2021
2989,1.08,0.000,2.7100,11.58m,910.00k,1,2020-09-30,2021-06-30,2020-11-25,0.4%,2984,2021
2990,-0.28,0.000,2.7000,6.73m,-237.00k,4,2020-06-30,2020-06-30,2020-08-26,-0.1%,2984,2020
2991,1.07,0.000,2.7000,7.07m,894.00k,3,2020-03-31,2020-06-30,2020-06-24,0.4%,2984,2020
2992,1.03,1.000,2.6900,10.98m,860.00k,2,2019-12-31,2020-06-30,2020-02-26,0.4%,2984,2020
2993,0.83,0.000,2.6600,9.50m,693.00k,1,2019-09-30,2020-06-30,2019-11-20,0.3%,2984,2020
2994,-1.98,0.000,2.6000,9.36m,-1.66m,4,2019-06-30,2019-06-30,2019-08-28,-0.8%,2984,2019
2995,1.17,0.000,2.5900,10.50m,978.00k,3,2019-03-31,2019-06-30,2019-05-29,0.5%,2984,2019
2996,1.29,0.000,2.5800,9.84m,1.08m,2,2018-12-31,2019-06-30,2019-02-27,0.5%,2984,2019
2997,0.84,0.000,2.5700,9.17m,701.00k,1,2018-09-30,2019-06-30,2018-11-21,0.3%,2984,2019
2998,-2.93,0.000,2.5700,9.81m,-2.46m,4,2018-06-30,2018-06-30,2018-08-29,-1.1%,2984,2018
2999,0.05,0.000,2.5800,9.16m,40.00k,3,2018-03-31,2018-06-30,2018-05-23,0.0%,2984,2018
3000,-1.62,4.000,2.5400,10.15m,-1.36m,2,2017-12-31,2018-06-30,2018-02-26,-0.6%,2984,2018
3001,1.18,0.000,2.5600,8.79m,994.00k,1,2017-09-30,2018-06-30,2017-11-22,0.5%,2984,2018
3002,0.65,1.000,0.5316,36.69m,4.80m,1,2022-09-30,2023-06-30,2022-11-23,1.2%,7047,2023
3003,0.88,0.000,0.5259,69.41m,6.56m,4,2022-06-30,2022-06-30,2022-08-24,1.7%,7047,2022
3004,-0.05,0.000,0.5228,42.45m,-381.00k,3,2022-03-31,2022-06-30,2022-05-26,-0.1%,7047,2022
3005,0.69,0.000,0.5242,56.42m,4.45m,2,2021-12-31,2022-06-30,2022-02-24,1.3%,7047,2022
3006,-0.44,1.000,0.9593,21.88m,-1.65m,1,2021-09-30,2022-06-30,2021-11-25,-0.5%,7047,2022
3007,1.30,0.000,0.9602,46.61m,4.83m,4,2021-06-30,2021-06-30,2021-09-28,1.4%,7047,2021
3008,1.87,0.000,0.9607,36.27m,6.93m,3,2021-03-31,2021-06-30,2021-05-21,1.9%,7047,2021
3009,1.72,0.000,0.9129,20.97m,6.40m,2,2020-12-31,2021-06-30,2021-02-23,1.9%,7047,2021
3010,1.57,1.750,0.8649,49.27m,5.81m,1,2020-09-30,2021-06-30,2020-11-30,1.8%,7047,2021
3011,2.22,0.000,0.8354,27.63m,8.25m,4,2020-06-30,2020-06-30,2020-08-27,2.7%,7047,2020
3012,0.90,0.000,0.8358,53.11m,3.37m,3,2020-03-31,2020-06-30,2020-06-18,1.1%,7047,2020
3013,6.18,0.000,0.8336,103.47m,23.02m,2,2019-12-31,2020-06-30,2020-02-27,7.4%,7047,2020
3014,-0.59,1.500,0.7868,50.39m,-2.20m,1,2019-09-30,2020-06-30,2019-11-20,-0.7%,7047,2020
3015,3.79,0.000,0.7895,95.33m,14.13m,4,2019-06-30,2019-06-30,2019-08-29,4.8%,7047,2019
3016,-2.21,0.000,0.7537,70.40m,-8.22m,3,2019-03-31,2019-06-30,2019-05-23,-2.9%,7047,2019
3017,1.01,0.000,0.7768,62.48m,3.77m,2,2018-12-31,2019-06-30,2019-02-21,1.3%,7047,2019
3018,1.27,1.500,0.7785,105.09m,4.74m,1,2018-09-30,2019-06-30,2018-11-29,1.6%,7047,2019
3019,0.50,0.000,0.7700,58.86m,1.87m,4,2018-06-30,2018-06-30,2018-08-28,0.6%,7047,2018
3020,1.51,0.000,0.7724,98.58m,5.64m,3,2018-03-31,2018-06-30,2018-05-25,2.0%,7047,2018
3021,1.87,0.000,0.7509,120.94m,6.89m,2,2017-12-31,2018-06-30,2018-02-26,2.5%,7047,2018
